Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
BigReactors:BRReactorRedstonePort, Reactor Redstone Port
BigReactors:BRTurbinePart:0, Turbine Housing
BigReactors:BRTurbinePart:1, Turbine Controller
BigReactors:BRTurbinePart:2, Turbine Power Port
BigReactors:BRTurbinePart:3, Turbine Fluid Port
BigReactors:BRTurbinePart:4, Turbine Rotor Bearing
BigReactors:BRTurbinePart:5, Turbine Computer Port
BigReactors:BRTurbineRotorPart:0, Turbine Rotor Shaft
BigReactors:BRTurbineRotorPart:1, Turbine Rotor Blade
BigReactors:BRDevice:0, Cyanite Reprocesssor
BigReactors:tile.fluid.yellorium.still, Fluid Yellorium
BigReactors:tile.fluid.cyanite.still, Fluid Cyanite
BigReactors:BRMultiblockCreativePart:0, Reactor Creative Coolant Port
BigReactors:BRMultiblockCreativePart:1, Turbine Creative Steam Generator
BiomesOPlenty:mud:0, Mud
BiomesOPlenty:mud:1, Quicksand
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BiomesOPlenty:driedDirt, Dried Dirt
BiomesOPlenty:rocks:0, Limestone
BiomesOPlenty:rocks:1, Polished Limestone
BiomesOPlenty:rocks:2, Siltstone
BiomesOPlenty:rocks:3, Polished Siltstone
BiomesOPlenty:rocks:4, Shale
BiomesOPlenty:rocks:5, Polished Shale
BiomesOPlenty:ash, Ash Block
BiomesOPlenty:flesh, Flesh
BiomesOPlenty:plants:0, Dead Grass
BiomesOPlenty:plants:1, Desert Grass
BiomesOPlenty:plants:2, Desert Sprouts
BiomesOPlenty:plants:3, Dune Grass
BiomesOPlenty:plants:4, Spectral Fern
BiomesOPlenty:plants:5, Thorns
BiomesOPlenty:plants:6, Wild Rice
BiomesOPlenty:plants:7, Cattail
BiomesOPlenty:plants:8, River Cane
BiomesOPlenty:plants:12, Tiny Cactus
BiomesOPlenty:plants:13, Wither Wart
BiomesOPlenty:plants:14, Reed
BiomesOPlenty:plants:15, Root
BiomesOPlenty:flowers:0, Clover
BiomesOPlenty:flowers:1, Swampflower
BiomesOPlenty:flowers:2, Deathbloom
BiomesOPlenty:flowers:3, Glowflower
BiomesOPlenty:flowers:4, Blue Hydrangea
BiomesOPlenty:flowers:5, Orange Cosmos
BiomesOPlenty:flowers:6, Pink Daffodil
BiomesOPlenty:flowers:7, Wildflower
BiomesOPlenty:flowers:8, Violet
BiomesOPlenty:flowers:9, White Anemone
BiomesOPlenty:flowers:10, Waterlily
BiomesOPlenty:flowers:11, Enderlotus
BiomesOPlenty:flowers:12, Bromeliad
BiomesOPlenty:flowers:13, Eyebulb
BiomesOPlenty:flowers:15, Dandelion Puff
BiomesOPlenty:flowers2:0, Pink Hibiscus
BiomesOPlenty:flowers2:1, Lily of the Valley
BiomesOPlenty:flowers2:2, Burning Blossom
BiomesOPlenty:flowers2:3, Lavender
BiomesOPlenty:flowers2:4, Goldenrod
BiomesOPlenty:flowers2:5, Bluebells
BiomesOPlenty:flowers2:6, Miner's Delight
BiomesOPlenty:flowers2:7, Icy Iris
BiomesOPlenty:flowers2:8, Rose
BiomesOPlenty:stoneFormations:0, Stalagmite
BiomesOPlenty:stoneFormations:1, Stalactite
BiomesOPlenty:mushrooms:0, Toadstool
BiomesOPlenty:mushrooms:1, Portobello
BiomesOPlenty:mushrooms:2, Blue Milk Cap
BiomesOPlenty:mushrooms:3, Glowshroom
BiomesOPlenty:mushrooms:4, Flat Mushroom
BiomesOPlenty:mushrooms:5, Shadow Shroom
BiomesOPlenty:willow, Willow
BiomesOPlenty:ivy, Ivy
BiomesOPlenty:treeMoss, Tree Moss
BiomesOPlenty:flowerVine, Flowering Vines
BiomesOPlenty:wisteria, Wisteria
BiomesOPlenty:lilyBop:0, Medium Lily Pad
BiomesOPlenty:lilyBop:1, Small Lily Pad
BiomesOPlenty:lilyBop:2, Tiny Lily Pad
BiomesOPlenty:foliage:0, Duckweed
BiomesOPlenty:foliage:1, Short Grass
BiomesOPlenty:foliage:2, Medium Grass
BiomesOPlenty:foliage:3, Flax
BiomesOPlenty:foliage:4, Bush
BiomesOPlenty:foliage:5, Sprout
BiomesOPlenty:foliage:7, Poison Ivy
BiomesOPlenty:foliage:8, Berry Bush
BiomesOPlenty:foliage:9, Shrub
BiomesOPlenty:foliage:10, Wheat Grass
BiomesOPlenty:foliage:11, Damp Grass
BiomesOPlenty:foliage:12, Koru
BiomesOPlenty:foliage:13, Clover Patch
BiomesOPlenty:foliage:14, Leaf Pile
BiomesOPlenty:foliage:15, Dead Leaf Pile
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
BiomesOPlenty:ashStone, Ash Stone
BiomesOPlenty:hardIce, Hardened Ice
BiomesOPlenty:appleLeaves:0, Apple Leaves
BiomesOPlenty:persimmonLeaves:0, Persimmon Leaves
BiomesOPlenty:moss, Moss
BiomesOPlenty:bamboo, Bamboo
BiomesOPlenty:mudBricks, Mud Bricks
BiomesOPlenty:originGrass, Origin Grass Block
BiomesOPlenty:longGrass, Long Grass Block
BiomesOPlenty:overgrownNetherrack, Overgrown Netherrack
BiomesOPlenty:bopGrass:0, Spectral Moss
BiomesOPlenty:bopGrass:1, Smoldering Grass Block
BiomesOPlenty:newBopGrass:0, Loamy Grass Block
BiomesOPlenty:newBopGrass:1, Sandy Grass Block
BiomesOPlenty:newBopGrass:2, Silty Grass Block
BiomesOPlenty:newBopDirt:0, Loamy Dirt
BiomesOPlenty:newBopDirt:1, Coarse Loamy Dirt
BiomesOPlenty:newBopDirt:2, Sandy Dirt
BiomesOPlenty:newBopDirt:3, Coarse Sandy Dirt
BiomesOPlenty:newBopDirt:4, Silty Dirt
BiomesOPlenty:newBopDirt:5, Coarse Silty Dirt
BiomesOPlenty:newBopFarmland:0, Loamy Farmland
BiomesOPlenty:newBopFarmland:1, Loamy Farmland
BiomesOPlenty:newBopFarmland:2, Sandy Farmland
BiomesOPlenty:newBopFarmland:3, Loamy Farmland
BiomesOPlenty:newBopFarmland:4, Loamy Farmland
BiomesOPlenty:newBopFarmland:5, Loamy Farmland
BiomesOPlenty:logs1:0, Sacred Oak Wood
BiomesOPlenty:logs1:1, Cherry Wood
BiomesOPlenty:logs1:2, Dark Wood
BiomesOPlenty:logs1:3, Fir Wood
BiomesOPlenty:logs2:0, Ethereal Wood
BiomesOPlenty:logs2:1, Magic Wood
BiomesOPlenty:logs2:2, Mangrove Wood
BiomesOPlenty:logs2:3, Palm Wood
BiomesOPlenty:logs3:0, Redwood Wood
BiomesOPlenty:logs3:1, Willow Wood
BiomesOPlenty:logs3:2, Dead Wood
BiomesOPlenty:logs3:3, Giant Flower Stem
BiomesOPlenty:logs4:0, Pine Wood
BiomesOPlenty:logs4:1, Hellbark Wood
BiomesOPlenty:logs4:2, Jacaranda Wood
BiomesOPlenty:logs4:3, Mahogany Wood
BiomesOPlenty:leaves1:0, Yellow Autumn Leaves
BiomesOPlenty:leaves1:1, Bamboo Leaves
BiomesOPlenty:leaves1:2, Magic Leaves
BiomesOPlenty:leaves1:3, Dark Leaves
BiomesOPlenty:leaves2:0, Dying Leaves
BiomesOPlenty:leaves2:1, Fir Leaves
BiomesOPlenty:leaves2:2, Ethereal Leaves
BiomesOPlenty:leaves2:3, Orange Autumn Leaves
BiomesOPlenty:leaves3:0, Origin Leaves
BiomesOPlenty:leaves3:1, Pink Cherry Leaves
BiomesOPlenty:leaves3:2, Maple Leaves
BiomesOPlenty:leaves3:3, White Cherry Leaves
BiomesOPlenty:leaves4:0, Hellbark Leaves
BiomesOPlenty:leaves4:1, Jacaranda Leaves
BiomesOPlenty:petals:0, Giant Red Flower
BiomesOPlenty:petals:1, Giant Yellow Flower
BiomesOPlenty:saplings:0, Apple Sapling
BiomesOPlenty:saplings:1, Yellow Autumn Sapling
BiomesOPlenty:saplings:2, Bamboo Sapling
BiomesOPlenty:saplings:3, Magic Sapling
BiomesOPlenty:saplings:4, Dark Sapling
BiomesOPlenty:saplings:5, Dying Sapling
BiomesOPlenty:saplings:6, Fir Sapling
BiomesOPlenty:saplings:7, Ethereal Sapling
BiomesOPlenty:saplings:8, Orange Autumn Sapling
BiomesOPlenty:saplings:9, Origin Sapling
BiomesOPlenty:saplings:10, Pink Cherry Sapling
BiomesOPlenty:saplings:11, Maple Sapling
BiomesOPlenty:saplings:12, White Cherry Sapling
BiomesOPlenty:saplings:13, Hellbark Sapling
BiomesOPlenty:saplings:14, Jacaranda Sapling
BiomesOPlenty:saplings:15, Persimmon Sapling
BiomesOPlenty:colorizedSaplings:0, Sacred Oak Sapling
BiomesOPlenty:colorizedSaplings:1, Mangrove Sapling
BiomesOPlenty:colorizedSaplings:2, Palm Sapling
BiomesOPlenty:colorizedSaplings:3, Redwood Sapling
BiomesOPlenty:colorizedSaplings:4, Willow Sapling
BiomesOPlenty:colorizedSaplings:5, Pine Sapling
BiomesOPlenty:colorizedSaplings:6, Mahogany Sapling
BiomesOPlenty:colorizedSaplings:7, Flowering Oak Sapling
BiomesOPlenty:hardSand, Hardened Sand
BiomesOPlenty:hardDirt, Hardened Dirt
BiomesOPlenty:biomeBlock, Biome Essence Ore
BiomesOPlenty:crystal, Celestial Crystal
BiomesOPlenty:gemOre:0, Ender Amethyst Ore
BiomesOPlenty:gemOre:1, Block of Amethyst
BiomesOPlenty:gemOre:2, Ruby Ore
BiomesOPlenty:gemOre:3, Block of Ruby
BiomesOPlenty:gemOre:4, Peridot Ore
BiomesOPlenty:gemOre:5, Block of Peridot
BiomesOPlenty:gemOre:6, Topaz Ore
BiomesOPlenty:gemOre:7, Block of Topaz
BiomesOPlenty:gemOre:8, Tanzanite Ore
BiomesOPlenty:gemOre:9, Block of Tanzanite
BiomesOPlenty:gemOre:10, Malachite Ore
BiomesOPlenty:gemOre:11, Block of Malachite
BiomesOPlenty:gemOre:12, Sapphire Ore
BiomesOPlenty:gemOre:13, Block of Sapphire
BiomesOPlenty:gemOre:14, Amber Ore
BiomesOPlenty:gemOre:15, Block of Amber
BiomesOPlenty:cragRock, Crag Rock
BiomesOPlenty:hive:0, Honeycomb Block
BiomesOPlenty:hive:1, Hive Block
BiomesOPlenty:hive:2, Empty Honeycomb Block
BiomesOPlenty:hive:3, Filled Honeycomb Block
BiomesOPlenty:honeyBlock, Honey Block
BiomesOPlenty:bones:0, Small Bone Segment
BiomesOPlenty:bones:1, Medium Bone Segment
BiomesOPlenty:bones:2, Large Bone Segment
BiomesOPlenty:grave:0, Gravestone
BiomesOPlenty:planks:0, Sacred Oak Wood Planks
BiomesOPlenty:planks:1, Cherry Wood Planks
BiomesOPlenty:planks:2, Dark Wood Planks
BiomesOPlenty:planks:3, Fir Wood Planks
BiomesOPlenty:planks:4, Ethereal Wood Planks
BiomesOPlenty:planks:5, Magic Wood Planks
BiomesOPlenty:planks:6, Mangrove Wood Planks
BiomesOPlenty:planks:7, Palm Wood Planks
BiomesOPlenty:planks:8, Redwood Wood Planks
BiomesOPlenty:planks:9, Willow Wood Planks
BiomesOPlenty:planks:10, Bamboo Thatching
BiomesOPlenty:planks:11, Pine Wood Planks
BiomesOPlenty:planks:12, Hellbark Wood Planks
BiomesOPlenty:planks:13, Jacaranda Wood Planks
BiomesOPlenty:planks:14, Mahogany Wood Planks
BiomesOPlenty:woodenSingleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenSingleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenSingleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenSingleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenSingleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenSingleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenSingleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenDoubleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenDoubleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenDoubleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenDoubleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenDoubleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenDoubleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenDoubleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenSingleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenSingleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenSingleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenSingleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenSingleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:woodenDoubleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenDoubleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenDoubleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenDoubleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:stoneSingleSlab:0, Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab:0, Mud Bricks Slab
BiomesOPlenty:sacredoakStairs, Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs, Cherry Wood Stairs
BiomesOPlenty:darkStairs, Dark Wood Stairs
BiomesOPlenty:firStairs, Fir Wood Stairs
BiomesOPlenty:etherealStairs, Ethereal Wood Stairs
BiomesOPlenty:magicStairs, Magic Wood Stairs
BiomesOPlenty:mangroveStairs, Mangrove Wood Stairs
BiomesOPlenty:palmStairs, Palm Wood Stairs
BiomesOPlenty:redwoodStairs, Redwood Wood Stairs
BiomesOPlenty:willowStairs, Willow Wood Stairs
BiomesOPlenty:pineStairs, Pine Wood Stairs
BiomesOPlenty:hellBarkStairs, Hellbark Wood Stairs
BiomesOPlenty:jacarandaStairs, Jacaranda Wood Stairs
BiomesOPlenty:mahoganyStairs, Mahogany Wood Stairs
BiomesOPlenty:mudBricksStairs, Mud Bricks Stairs
BiomesOPlenty:colorizedLeaves1:0, Sacred Oak Leaves
BiomesOPlenty:colorizedLeaves1:1, Mangrove Leaves
BiomesOPlenty:colorizedLeaves1:2, Palm Leaves
BiomesOPlenty:colorizedLeaves1:3, Redwood Leaves
BiomesOPlenty:colorizedLeaves2:0, Willow Leaves
BiomesOPlenty:colorizedLeaves2:1, Pine Leaves
BiomesOPlenty:colorizedLeaves2:2, Mahogany Leaves
BiomesOPlenty:colorizedLeaves2:3, Flowering Oak Leaves
BiomesOPlenty:poison, Poison
BiomesOPlenty:hell_blood, Blood
BiomesOPlenty:honey, Honey
ExtraUtilities:chestMini, Mini-Chest
ExtraUtilities:chestFull, Slightly Larger Chest
ExtraUtilities:enderCollector, Ender Collector
ExtraUtilities:endConstructor:0, QED (Quail Eating Ducks)
ExtraUtilities:endConstructor:2, Ender-Flux Crystal
ExtraUtilities:endMarker, Ender-Marker
ExtraUtilities:curtains, Blackout Curtains
ExtraUtilities:angelBlock, Angel Block
ExtraUtilities:budoff:0, Block Update Detector
ExtraUtilities:budoff:3, Block Update Detector (Advanced)
ExtraUtilities:chandelier, Chandelier
ExtraUtilities:decorativeBlock1:0, Edged Stone Bricks
ExtraUtilities:decorativeBlock1:1, Ender-infused Obsidian
ExtraUtilities:decorativeBlock1:2, Burnt Quartz
ExtraUtilities:decorativeBlock1:3, Frosted Stone
ExtraUtilities:decorativeBlock1:4, Border Stone
ExtraUtilities:decorativeBlock1:5, Unstable Ingot Block
ExtraUtilities:decorativeBlock1:6, Gravel Bricks
ExtraUtilities:decorativeBlock1:7, Border Stone (Alternate)
ExtraUtilities:decorativeBlock1:8, Magical Wood
ExtraUtilities:decorativeBlock1:9, Sandy Glass
ExtraUtilities:decorativeBlock1:10, Gravel Road
ExtraUtilities:decorativeBlock1:11, Ender Core
ExtraUtilities:decorativeBlock1:12, Diamond-Etched Computational Matrix
ExtraUtilities:decorativeBlock1:13, Ender-Sand Alloy
ExtraUtilities:decorativeBlock1:14, Carved 'Eminence' Stone
ExtraUtilities:decorativeBlock2:0, Thickened Glass
ExtraUtilities:decorativeBlock2:1, Edged Glass
ExtraUtilities:decorativeBlock2:2, Glass Bricks
ExtraUtilities:decorativeBlock2:3, Carved Glass
ExtraUtilities:decorativeBlock2:4, Golden Edged Glass
ExtraUtilities:decorativeBlock2:5, Obsidian Glass
ExtraUtilities:decorativeBlock2:6, Swirling Glass
ExtraUtilities:decorativeBlock2:7, Glowstone Glass
ExtraUtilities:decorativeBlock2:8, Heart Glass
ExtraUtilities:decorativeBlock2:9, Square Glass
ExtraUtilities:decorativeBlock2:10, Dark Glass
ExtraUtilities:decorativeBlock2:11, Reinforced Dark Glass
ExtraUtilities:pureLove, tile.extrautils:pureLove.name
ExtraUtilities:block_bedrockium, Block of Bedrockium
ExtraUtilities:datablock, tile.extrautils:datablock.name
ExtraUtilities:colorStoneBrick:0, Colored Stone Bricks (White Frequency)
ExtraUtilities:colorStoneBrick:1, Colored Stone Bricks (Orange Frequency)
ExtraUtilities:colorStoneBrick:2, Colored Stone Bricks (Magenta Frequency)
ExtraUtilities:colorStoneBrick:3, Colored Stone Bricks (Light Blue Frequency)
ExtraUtilities:colorStoneBrick:4, Colored Stone Bricks (Yellow Frequency)
ExtraUtilities:colorStoneBrick:5, Colored Stone Bricks (Lime Frequency)
ExtraUtilities:colorStoneBrick:6, Colored Stone Bricks (Pink Frequency)
ExtraUtilities:colorStoneBrick:7, Colored Stone Bricks (Gray Frequency)
ExtraUtilities:colorStoneBrick:8, Colored Stone Bricks (Light Gray Frequency)
ExtraUtilities:colorStoneBrick:9, Colored Stone Bricks (Cyan Frequency)
ExtraUtilities:colorStoneBrick:10, Colored Stone Bricks (Purple Frequency)
ExtraUtilities:colorStoneBrick:11, Colored Stone Bricks (Blue Frequency)
ExtraUtilities:colorStoneBrick:12, Colored Stone Bricks (Brown Frequency)
ExtraUtilities:colorStoneBrick:13, Colored Stone Bricks (Green Frequency)
ExtraUtilities:colorStoneBrick:14, Colored Stone Bricks (Red Frequency)
ExtraUtilities:colorStoneBrick:15, Colored Stone Bricks (Black Frequency)
ExtraUtilities:colorWoodPlanks:0, Colored Oak Wood Planks (White Frequency)
ExtraUtilities:colorWoodPlanks:1, Colored Oak Wood Planks (Orange Frequency)
ExtraUtilities:colorWoodPlanks:2, Colored Oak Wood Planks (Magenta Frequency)
ExtraUtilities:colorWoodPlanks:3, Colored Oak Wood Planks (Light Blue Frequency)
ExtraUtilities:colorWoodPlanks:4, Colored Oak Wood Planks (Yellow Frequency)
ExtraUtilities:colorWoodPlanks:5, Colored Oak Wood Planks (Lime Frequency)
ExtraUtilities:colorWoodPlanks:6, Colored Oak Wood Planks (Pink Frequency)
ExtraUtilities:colorWoodPlanks:7, Colored Oak Wood Planks (Gray Frequency)
ExtraUtilities:colorWoodPlanks:8, Colored Oak Wood Planks (Light Gray Frequency)
ExtraUtilities:colorWoodPlanks:9, Colored Oak Wood Planks (Cyan Frequency)
ExtraUtilities:colorWoodPlanks:10, Colored Oak Wood Planks (Purple Frequency)
ExtraUtilities:colorWoodPlanks:11, Colored Oak Wood Planks (Blue Frequency)
ExtraUtilities:colorWoodPlanks:12, Colored Oak Wood Planks (Brown Frequency)
ExtraUtilities:colorWoodPlanks:13, Colored Oak Wood Planks (Green Frequency)
ExtraUtilities:colorWoodPlanks:14, Colored Oak Wood Planks (Red Frequency)
ExtraUtilities:colorWoodPlanks:15, Colored Oak Wood Planks (Black Frequency)
ExtraUtilities:color_lightgem:0, Colored Glowstone (White Frequency)
ExtraUtilities:color_lightgem:1, Colored Glowstone (Orange Frequency)
ExtraUtilities:color_lightgem:2, Colored Glowstone (Magenta Frequency)
ExtraUtilities:color_lightgem:3, Colored Glowstone (Light Blue Frequency)
ExtraUtilities:color_lightgem:4, Colored Glowstone (Yellow Frequency)
ExtraUtilities:color_lightgem:5, Colored Glowstone (Lime Frequency)
ExtraUtilities:color_lightgem:6, Colored Glowstone (Pink Frequency)
ExtraUtilities:color_lightgem:7, Colored Glowstone (Gray Frequency)
ExtraUtilities:color_lightgem:8, Colored Glowstone (Light Gray Frequency)
ExtraUtilities:color_lightgem:9, Colored Glowstone (Cyan Frequency)
ExtraUtilities:color_lightgem:10, Colored Glowstone (Purple Frequency)
ExtraUtilities:color_lightgem:11, Colored Glowstone (Blue Frequency)
ExtraUtilities:color_lightgem:12, Colored Glowstone (Brown Frequency)
ExtraUtilities:color_lightgem:13, Colored Glowstone (Green Frequency)
ExtraUtilities:color_lightgem:14, Colored Glowstone (Red Frequency)
ExtraUtilities:color_lightgem:15, Colored Glowstone (Black Frequency)
